India|Southern and Central Asia|IND|1013662000|Mandya|Karnataka|120265
Russian Federation|Eastern Europe|RUS|146934000|Tobolsk|Tjumen|97600
Netherlands|Western Europe|NLD|15864000|Ede|Gelderland|101574
Germany|Western Europe|DEU|82164700|Aachen|Nordrhein-Westfalen|243825
Mexico|Central America|MEX|98881000|Apatzingán|Michoacán de Ocampo|117849
Poland|Eastern Europe|POL|38653600|Lublin|Lubelskie|356251
China|Eastern Asia|CHN|1277558000|Hebi|Henan|212976
Brazil|South America|BRA|170115000|Macaé|Rio de Janeiro|125597
India|Southern and Central Asia|IND|1013662000|Madurai|Tamil Nadu|977856
China|Eastern Asia|CHN|1277558000|Leshan|Sichuan|341128
Japan|Eastern Asia|JPN|126714000|Higashimurayama|Tokyo-to|136970
Brazil|South America|BRA|170115000|Crato|Ceará|98965
Brazil|South America|BRA|170115000|Vitória da Conquista|Bahia|253587
Mozambique|Eastern Africa|MOZ|19680000|Chimoio|Manica|171056
Netherlands|Western Europe|NLD|15864000|Heerlen|Limburg|95052
India|Southern and Central Asia|IND|1013662000|Noida|Uttar Pradesh|146514
United Kingdom|British Islands|GBR|59623400|Swansea|Wales|230000
India|Southern and Central Asia|IND|1013662000|Burhanpur|Madhya Pradesh|172710
Germany|Western Europe|DEU|82164700|Witten|Nordrhein-Westfalen|103384
Cuba|Caribbean|CUB|11201000|Camagüey|Camagüey|298726
Tanzania|Eastern Africa|TZA|33517000|Dar es Salaam|Dar es Salaam|1747000
Russian Federation|Eastern Europe|RUS|146934000|Petropavlovsk-Kamtšatski|Kamtšatka|194100
China|Eastern Asia|CHN|1277558000|Anshan|Liaoning|1200000
Spain|Southern Europe|ESP|39441700|Málaga|Andalusia|530553
Dominican Republic|Caribbean|DOM|8495000|San Pedro de Macorís|San Pedro de Macorís|124735
Myanmar|Southeast Asia|MMR|45611000|Pagakku (Pakokku)|Magwe [Magway]|94800
Mexico|Central America|MEX|98881000|San Felipe|Guanajuato|95305
Belgium|Western Europe|BEL|10239000|Liège|Liège|185639
Poland|Eastern Europe|POL|38653600|Legnica|Dolnoslaskie|109335
China|Eastern Asia|CHN|1277558000|Huaibei|Anhui|366549
United States|North America|USA|278357000|Kansas City|Missouri|441545
India|Southern and Central Asia|IND|1013662000|Ajmer|Rajasthan|402700
Russian Federation|Eastern Europe|RUS|146934000|Tambov|Tambov|312000
India|Southern and Central Asia|IND|1013662000|Muzaffarpur|Bihar|241107
Georgia|Middle East|GEO|4968000|Batumi|Adzaria [Atšara]|137700
Japan|Eastern Asia|JPN|126714000|Sakado|Saitama|98221
Venezuela|South America|VEN|24170000|El Limón|Aragua|90000
Argentina|South America|ARG|37032000|Florencio Varela|Buenos Aires|315432
United States|North America|USA|278357000|Erie|Pennsylvania|103717
Uzbekistan|Southern and Central Asia|UZB|24318000|Namangan|Namangan|370500
Estonia|Baltic Countries|EST|1439200|Tartu|Tartumaa|101246
Philippines|Southeast Asia|PHL|75967000|Antipolo|Southern Tagalog|470866
Argentina|South America|ARG|37032000|Hurlingham|Buenos Aires|170028
Bulgaria|Eastern Europe|BGR|8190900|Stara Zagora|Haskovo|147939
Turkey|Middle East|TUR|66591000|Karabük|Karabük|118285
United Kingdom|British Islands|GBR|59623400|Birkenhead|England|93087
Philippines|Southeast Asia|PHL|75967000|Digos|Southern Mindanao|125171
South Korea|Eastern Asia|KOR|46844000|Chang-won|Kyongsangnam|481694
Brazil|South America|BRA|170115000|Foz do Iguaçu|Paraná|259425
Norway|Nordic Countries|NOR|4478500|Bærum|Akershus|101340
Venezuela|South America|VEN|24170000|Petare|Miranda|488868
South Africa|Southern Africa|ZAF|40377000|Alberton|Gauteng|410102
Iran|Southern and Central Asia|IRN|67702000|Borujerd|Lorestan|217804
United States|North America|USA|278357000|Moreno Valley|California|142381
Colombia|South America|COL|42321000|Montería|Córdoba|248245
Canada|North America|CAN|31147000|Richmond Hill|Ontario|116428
Bulgaria|Eastern Europe|BGR|8190900|Ruse|Ruse|166467
India|Southern and Central Asia|IND|1013662000|Shambajinagar (Aurangabad)|Maharashtra|573272
Japan|Eastern Asia|JPN|126714000|Sakata|Yamagata|101651
China|Eastern Asia|CHN|1277558000|Huangyan|Zhejiang|89288
South Korea|Eastern Asia|KOR|46844000|Yong-in|Kyonggi|242643
Spain|Southern Europe|ESP|39441700|Alcalá de Henares|Madrid|164463
Uzbekistan|Southern and Central Asia|UZB|24318000|Circik|Toskent|146400
India|Southern and Central Asia|IND|1013662000|Khandwa|Madhya Pradesh|145133
Turkey|Middle East|TUR|66591000|Siirt|Siirt|107100
Brazil|South America|BRA|170115000|Marabá|Pará|167795
United States|North America|USA|278357000|Anchorage|Alaska|260283
Mexico|Central America|MEX|98881000|Las Margaritas|Chiapas|97389
Brazil|South America|BRA|170115000|São João de Meriti|Rio de Janeiro|440052
Philippines|Southeast Asia|PHL|75967000|Batangas|Southern Tagalog|247588
Egypt|Northern Africa|EGY|68470000|al-Mansura|al-Daqahliya|369621
Kazakstan|Southern and Central Asia|KAZ|16223000|Temirtau|Qaraghandy|170500
Japan|Eastern Asia|JPN|126714000|Yamaguchi|Yamaguchi|138210
India|Southern and Central Asia|IND|1013662000|Raigarh|Chhatisgarh|89166
India|Southern and Central Asia|IND|1013662000|Tiruvannamalai|Tamil Nadu|109196
Argentina|South America|ARG|37032000|Merlo|Buenos Aires|463846
Brazil|South America|BRA|170115000|Paranaguá|Paraná|126076
India|Southern and Central Asia|IND|1013662000|Kanchrapara|West Bengali|100194
India|Southern and Central Asia|IND|1013662000|Pathankot|Punjab|123930
Iran|Southern and Central Asia|IRN|67702000|Mahabad|West Azerbaidzan|107799
Italy|Southern Europe|ITA|57680000|Terni|Umbria|107770
Indonesia|Southeast Asia|IDN|212107000|Garut|West Java|95800
Germany|Western Europe|DEU|82164700|Velbert|Nordrhein-Westfalen|89881
South Africa|Southern Africa|ZAF|40377000|Uitenhage|Eastern Cape|192120
India|Southern and Central Asia|IND|1013662000|Bankura|West Bengali|114876
Taiwan|Eastern Asia|TWN|22256000|Hsintien|Taipei|263603
Peru|South America|PER|25662000|Chiclayo|Lambayeque|517000
France|Western Europe|FRA|59225700|Tourcoing|Nord-Pas-de-Calais|93540
Zambia|Eastern Africa|ZMB|9169000|Luanshya|Copperbelt|118100
Austria|Western Europe|AUT|8091800|Innsbruck|Tiroli|111752
Spain|Southern Europe|ESP|39441700|Móstoles|Madrid|195351
Ukraine|Eastern Europe|UKR|50456000|Slovjansk|Donetsk|127000
Myanmar|Southeast Asia|MMR|45611000|Sittwe (Akyab)|Rakhine|137600
France|Western Europe|FRA|59225700|Aix-en-Provence|Provence-Alpes-Côte|134222
Cuba|Caribbean|CUB|11201000|Victoria de las Tunas|Las Tunas|132350
Germany|Western Europe|DEU|82164700|Ulm|Baden-Württemberg|116103
China|Eastern Asia|CHN|1277558000|Xianning|Hubei|136811
Russian Federation|Eastern Europe|RUS|146934000|Kinešma|Ivanovo|100000
Israel|Middle East|ISR|6217000|Bene Beraq|Tel Aviv|133900
Mexico|Central America|MEX|98881000|León|Guanajuato|1133576
American Samoa|Polynesia|ASM|68000|Fagatogo|Tutuila|2323
United States|North America|USA|278357000|Cedar Rapids|Iowa|120758
China|Eastern Asia|CHN|1277558000|Jincheng|Shanxi|136396
Egypt|Northern Africa|EGY|68470000|al-Minya|al-Minya|201360
Colombia|South America|COL|42321000|Bello|Antioquia|333470
Argentina|South America|ARG|37032000|Avellaneda|Buenos Aires|353046
India|Southern and Central Asia|IND|1013662000|Bhiwani|Haryana|121629
India|Southern and Central Asia|IND|1013662000|Barasat|West Bengali|107365
India|Southern and Central Asia|IND|1013662000|Chittoor|Andhra Pradesh|133462
China|Eastern Asia|CHN|1277558000|Bei´an|Heilongjiang|204899
Jamaica|Caribbean|JAM|2583000|Spanish Town|St. Catherine|110379
Venezuela|South America|VEN|24170000|Barinas|Barinas|217831
Brazil|South America|BRA|170115000|Garanhuns|Pernambuco|114603
Germany|Western Europe|DEU|82164700|Karlsruhe|Baden-Württemberg|277204
Kiribati|Micronesia|KIR|83000|Bikenibeu|South Tarawa|5055
Japan|Eastern Asia|JPN|126714000|Yachiyo|Chiba|161222
Russian Federation|Eastern Europe|RUS|146934000|Rubtsovsk|Altai|162600
China|Eastern Asia|CHN|1277558000|Kaifeng|Henan|510000
China|Eastern Asia|CHN|1277558000|Jining|Shandong|265248
Taiwan|Eastern Asia|TWN|22256000|Miaoli|Miaoli|90000
Ukraine|Eastern Europe|UKR|50456000|Herson|Herson|353000
United Kingdom|British Islands|GBR|59623400|Saint Helier|Jersey|27523
India|Southern and Central Asia|IND|1013662000|Cuddapah|Andhra Pradesh|121463
Brazil|South America|BRA|170115000|Bagé|Rio Grande do Sul|120793
Japan|Eastern Asia|JPN|126714000|Akita|Akita|314440
China|Eastern Asia|CHN|1277558000|Wuhu|Anhui|425740
Nigeria|Western Africa|NGA|111506000|Deba Habe|Bauchi & Gombe|138600
China|Eastern Asia|CHN|1277558000|Wuzhou|Guangxi|210452
Mexico|Central America|MEX|98881000|Zumpango|México|99781
Philippines|Southeast Asia|PHL|75967000|Pasig|National Capital Reg|505058
Yemen|Middle East|YEM|18112000|Aden|Aden|398300
Cameroon|Central Africa|CMR|15085000|Garoua|Nord|177000
India|Southern and Central Asia|IND|1013662000|Indore|Madhya Pradesh|1091674
South Korea|Eastern Asia|KOR|46844000|Yosu|Chollanam|183596
China|Eastern Asia|CHN|1277558000|Linchuan|Jiangxi|121949
Russian Federation|Eastern Europe|RUS|146934000|Dimitrovgrad|Uljanovsk|137000
United States|North America|USA|278357000|Columbus|Georgia|186291
South Korea|Eastern Asia|KOR|46844000|Inchon|Inchon|2559424
Brazil|South America|BRA|170115000|Caruaru|Pernambuco|244247
Italy|Southern Europe|ITA|57680000|Ravenna|Emilia-Romagna|138418
China|Eastern Asia|CHN|1277558000|Shuangcheng|Heilongjiang|142659
Romania|Eastern Europe|ROM|22455500|Resita|Caras-Severin|93976
Brazil|South America|BRA|170115000|São Gonçalo|Rio de Janeiro|869254
Pakistan|Southern and Central Asia|PAK|156483000|Rahim Yar Khan|Punjab|228479
Taiwan|Eastern Asia|TWN|22256000|Tsaotun|Nantou|96800
United States|North America|USA|278357000|Modesto|California|188856
Spain|Southern Europe|ESP|39441700|Palma de Mallorca|Balears|326993
Italy|Southern Europe|ITA|57680000|Padova|Veneto|211391
United States|North America|USA|278357000|Hartford|Connecticut|121578
Canada|North America|CAN|31147000|Longueuil|Québec|127977
Canada|North America|CAN|31147000|London|Ontario|339917
United States|North America|USA|278357000|Simi Valley|California|111351
Kazakstan|Southern and Central Asia|KAZ|16223000|Qostanay|Qostanay|221400
Indonesia|Southeast Asia|IDN|212107000|Cimanggis|West Java|205100
Brazil|South America|BRA|170115000|Araguari|Minas Gerais|98399
Japan|Eastern Asia|JPN|126714000|Suita|Osaka|345750
India|Southern and Central Asia|IND|1013662000|Cochin (Kochi)|Kerala|564589
Japan|Eastern Asia|JPN|126714000|Hoya|Tokyo-to|100313
Mexico|Central America|MEX|98881000|Martínez de la Torre|Veracruz|118815
Turkey|Middle East|TUR|66591000|Kütahya|Kütahya|144761
Lebanon|Middle East|LBN|3282000|Tripoli|al-Shamal|240000
Russian Federation|Eastern Europe|RUS|146934000|Volgodonsk|Rostov-na-Donu|178200
India|Southern and Central Asia|IND|1013662000|Gadag Betigeri|Karnataka|134051
China|Eastern Asia|CHN|1277558000|Daqing|Heilongjiang|660000
United States|North America|USA|278357000|Roanoke|Virginia|93357
Brazil|South America|BRA|170115000|Belford Roxo|Rio de Janeiro|425194
United States|North America|USA|278357000|Arden-Arcade|California|92040
Argentina|South America|ARG|37032000|Santa Fé|Santa Fé|353063
Iraq|Middle East|IRQ|23115000|al-Amara|Maysan|208797
Germany|Western Europe|DEU|82164700|Gütersloh|Nordrhein-Westfalen|95028
Indonesia|Southeast Asia|IDN|212107000|Jombang|East Java|92600
Ukraine|Eastern Europe|UKR|50456000|Mykolajiv|Mykolajiv|508000
Venezuela|South America|VEN|24170000|Maracaíbo|Zulia|1304776
Pakistan|Southern and Central Asia|PAK|156483000|Dadu|Sind|98600
Malaysia|Southeast Asia|MYS|22244000|Shah Alam|Selangor|102019
Mexico|Central America|MEX|98881000|Tepic|Nayarit|305025
Iran|Southern and Central Asia|IRN|67702000|Torbat-e Heydariyeh|Khorasan|94600
Guinea|Western Africa|GIN|7430000|Conakry|Conakry|1090610
Germany|Western Europe|DEU|82164700|Lünen|Nordrhein-Westfalen|92044
El Salvador|Central America|SLV|6276000|Mejicanos|San Salvador|138800
Japan|Eastern Asia|JPN|126714000|Kimitsu|Chiba|93216
United States|North America|USA|278357000|Philadelphia|Pennsylvania|1517550
India|Southern and Central Asia|IND|1013662000|Rae Bareli|Uttar Pradesh|129904
Germany|Western Europe|DEU|82164700|Dresden|Saksi|476668
United Kingdom|British Islands|GBR|59623400|Southampton|England|216000
Peru|South America|PER|25662000|Chincha Alta|Ica|110016
United Kingdom|British Islands|GBR|59623400|Colchester|England|96063
Canada|North America|CAN|31147000|North York|Ontario|622632
Russian Federation|Eastern Europe|RUS|146934000|Odintsovo|Moskova|127400
Mexico|Central America|MEX|98881000|Mexicali|Baja California|764902
Kazakstan|Southern and Central Asia|KAZ|16223000|Almaty|Almaty Qalasy|1129400
Japan|Eastern Asia|JPN|126714000|Takarazuka|Hyogo|205993
Mexico|Central America|MEX|98881000|Jiutepec|Morelos|170428
Venezuela|South America|VEN|24170000|Puerto La Cruz|Anzoátegui|155700
Germany|Western Europe|DEU|82164700|Hildesheim|Niedersachsen|104013
Nigeria|Western Africa|NGA|111506000|Ife|Oyo & Osun|296800
Cameroon|Central Africa|CMR|15085000|Bamenda|Nord-Ouest|138000
Brazil|South America|BRA|170115000|Fortaleza|Ceará|2097757
France|Western Europe|FRA|59225700|Metz|Lorraine|123776
Netherlands|Western Europe|NLD|15864000|Amsterdam|Noord-Holland|731200
China|Eastern Asia|CHN|1277558000|Baiyin|Gansu|204970
United States|North America|USA|278357000|Topeka|Kansas|122377
Japan|Eastern Asia|JPN|126714000|Isahaya|Nagasaki|93058
Indonesia|Southeast Asia|IDN|212107000|Ciparay|West Java|111500
Tanzania|Eastern Africa|TZA|33517000|Moshi|Kilimanjaro|96800
Iran|Southern and Central Asia|IRN|67702000|Andimeshk|Khuzestan|106923
China|Eastern Asia|CHN|1277558000|Zhongshan|Guangdong|278829
Mexico|Central America|MEX|98881000|Tierra Blanca|Veracruz|89143
India|Southern and Central Asia|IND|1013662000|Malkajgiri|Andhra Pradesh|126066
France|Western Europe|FRA|59225700|Caen|Basse-Normandie|113987
Japan|Eastern Asia|JPN|126714000|Matsubara|Osaka|135010
Japan|Eastern Asia|JPN|126714000|Shizuoka|Shizuoka|473854
Poland|Eastern Europe|POL|38653600|Grudziadz|Kujawsko-Pomorskie|102434
France|Western Europe|FRA|59225700|Bordeaux|Aquitaine|215363
Brazil|South America|BRA|170115000|Mauá|São Paulo|375055
India|Southern and Central Asia|IND|1013662000|Kukatpalle|Andhra Pradesh|185378
Russian Federation|Eastern Europe|RUS|146934000|Magadan|Magadan|121000
Sweden|Nordic Countries|SWE|8861400|Gothenburg [Göteborg]|West Götanmaan län|466990
Moldova|Eastern Europe|MDA|4380000|Chisinau|Chisinau|719900
Liechtenstein|Western Europe|LIE|32300|Vaduz|Vaduz|5043
Japan|Eastern Asia|JPN|126714000|Hitachi|Ibaragi|196622
Russian Federation|Eastern Europe|RUS|146934000|Orjol|Orjol|344500
Egypt|Northern Africa|EGY|68470000|al-Mahallat al-Kubra|al-Gharbiya|395402
China|Eastern Asia|CHN|1277558000|Zhaodong|Heilongjiang|179976
Russian Federation|Eastern Europe|RUS|146934000|Astrahan|Astrahan|486100
Brazil|South America|BRA|170115000|Jundíaí|São Paulo|296127
Chad|Central Africa|TCD|7651000|Moundou|Logone Occidental|99500
United Kingdom|British Islands|GBR|59623400|Worcester|England|95000
Venezuela|South America|VEN|24170000|Ciudad Losada||134501
Peru|South America|PER|25662000|Cajamarca|Cajamarca|108009
Russian Federation|Eastern Europe|RUS|146934000|Kiseljovsk|Kemerovo|110000
Japan|Eastern Asia|JPN|126714000|Machida|Tokyo-to|364197
Romania|Eastern Europe|ROM|22455500|Râmnicu Vâlcea|Vâlcea|119741
China|Eastern Asia|CHN|1277558000|Qinzhou|Guangxi|114586
Nigeria|Western Africa|NGA|111506000|Iwo|Oyo & Osun|362000
Brazil|South America|BRA|170115000|Rio Claro|São Paulo|163551
Russian Federation|Eastern Europe|RUS|146934000|Niznekamsk|Tatarstan|223400
China|Eastern Asia|CHN|1277558000|Weihai|Shandong|128888
North Korea|Eastern Asia|PRK|24039000|Kimchaek|Hamgyong P|179000
Israel|Middle East|ISR|6217000|Rishon Le Ziyyon|Ha Merkaz|188200
China|Eastern Asia|CHN|1277558000|Jiaonan|Shandong|121397
Turkey|Middle East|TUR|66591000|Trabzon|Trabzon|138234
Cayman Islands|Caribbean|CYM|38000|George Town|Grand Cayman|19600
Italy|Southern Europe|ITA|57680000|Firenze|Toscana|376662
United Kingdom|British Islands|GBR|59623400|Sunderland|England|183310
Japan|Eastern Asia|JPN|126714000|Soka|Saitama|222768
Spain|Southern Europe|ESP|39441700|Badajoz|Extremadura|136613
Indonesia|Southeast Asia|IDN|212107000|Surakarta|Central Java|518600
Canada|North America|CAN|31147000|Québec|Québec|167264
United Kingdom|British Islands|GBR|59623400|Edinburgh|Scotland|450180
India|Southern and Central Asia|IND|1013662000|Bettiah|Bihar|92583
Brazil|South America|BRA|170115000|Petrópolis|Rio de Janeiro|279183
Saint Vincent and the Grenadines|Caribbean|VCT|114000|Kingstown|St George|17100
Mexico|Central America|MEX|98881000|Colima|Colima|129454
Moldova|Eastern Europe|MDA|4380000|Balti|Balti|153400
Russian Federation|Eastern Europe|RUS|146934000|Novokuibyševsk|Samara|116200
Japan|Eastern Asia|JPN|126714000|Maizuru|Kyoto|94784
Japan|Eastern Asia|JPN|126714000|Okinawa|Okinawa|117748
Algeria|Northern Africa|DZA|31471000|Alger|Alger|2168000
Mexico|Central America|MEX|98881000|Matamoros|Coahuila de Zaragoza|91858
India|Southern and Central Asia|IND|1013662000|Jalgaon|Maharashtra|242193
Malaysia|Southeast Asia|MYS|22244000|Petaling Jaya|Selangor|254350
Mexico|Central America|MEX|98881000|Acapulco de Juárez|Guerrero|721011
Mexico|Central America|MEX|98881000|Tejupilco|México|94934
United Kingdom|British Islands|GBR|59623400|Gloucester|England|107000
Christmas Island|Australia and New Zealand|CXR|2500|Flying Fish Cove|–|700
South Africa|Southern Africa|ZAF|40377000|Westonaria|Gauteng|159632
India|Southern and Central Asia|IND|1013662000|Alwar|Rajasthan|205086
Iran|Southern and Central Asia|IRN|67702000|Saqqez|Kordestan|115394
China|Eastern Asia|CHN|1277558000|Huaying|Sichuan|89400
Brazil|South America|BRA|170115000|Patos|Paraíba|90519
Cameroon|Central Africa|CMR|15085000|Douala|Littoral|1448300
Japan|Eastern Asia|JPN|126714000|Akashi|Hyogo|292253
Yugoslavia|Southern Europe|YUG|10640000|Beograd|Central Serbia|1204000
Algeria|Northern Africa|DZA|31471000|Blida (el-Boulaida)|Blida|127284
Saudi Arabia|Middle East|SAU|21607000|Abha|Asir|112300
Mexico|Central America|MEX|98881000|Matamoros|Tamaulipas|416428
Ukraine|Eastern Europe|UKR|50456000|Mariupol|Donetsk|490000
China|Eastern Asia|CHN|1277558000|Changshu|Jiangsu|181805
United States|North America|USA|278357000|Provo|Utah|105166
Russian Federation|Eastern Europe|RUS|146934000|Krasnogorsk|Moskova|91000
Sudan|Northern Africa|SDN|29490000|al-Qadarif|al-Qadarif|191164
Colombia|South America|COL|42321000|Cartagena|Bolívar|805757
Taiwan|Eastern Asia|TWN|22256000|Nantou|Nantou|104723
Japan|Eastern Asia|JPN|126714000|Kokubunji|Tokyo-to|106996
United Kingdom|British Islands|GBR|59623400|Leicester|England|294000
Japan|Eastern Asia|JPN|126714000|Kashihara|Nara|124013
Mexico|Central America|MEX|98881000|Hermosillo|Sonora|608697
Argentina|South America|ARG|37032000|Río Cuarto|Córdoba|134355
Germany|Western Europe|DEU|82164700|Koblenz|Rheinland-Pfalz|108003
Brazil|South America|BRA|170115000|Campo Largo|Paraná|91203
Philippines|Southeast Asia|PHL|75967000|Cebu|Central Visayas|718821
Brazil|South America|BRA|170115000|Ituiutaba|Minas Gerais|90507
Romania|Eastern Europe|ROM|22455500|Focsani|Vrancea|98979
Peru|South America|PER|25662000|Arequipa|Arequipa|762000
Germany|Western Europe|DEU|82164700|Krefeld|Nordrhein-Westfalen|241769
South Africa|Southern Africa|ZAF|40377000|Klerksdorp|North West|261911
